time_key,year,month,n_test,sum_abs_y,wmape,smape,mae,rmse,wmape_mean,wmape_p10,n_folds,wmape_p90,wmape_p50,wmape_std
,,1,,,,,,,45.48385406013407,45.48385406013407,1,45.48385406013407,45.48385406013407,0.0
,,2,,,,,,,29.484869302094115,29.484869302094115,1,29.484869302094115,29.484869302094115,0.0
,,3,,,,,,,29.748686774609297,29.748686774609297,1,29.748686774609297,29.748686774609297,0.0
,,4,,,,,,,28.583226514747334,28.583226514747334,1,28.583226514747334,28.583226514747334,0.0
,,5,,,,,,,36.66131493623564,36.66131493623564,1,36.66131493623564,36.66131493623564,0.0
,,6,,,,,,,38.08083766689477,38.08083766689477,1,38.08083766689477,38.08083766689477,0.0
,,7,,,,,,,29.402871802646136,29.402871802646136,1,29.402871802646136,29.402871802646136,0.0
,,8,,,,,,,37.6529159362859,37.6529159362859,1,37.6529159362859,37.6529159362859,0.0
,,9,,,,,,,29.96575788207924,29.96575788207924,1,29.96575788207924,29.96575788207924,0.0
,,10,,,,,,,27.260172025383163,27.260172025383163,1,27.260172025383163,27.260172025383163,0.0
,,11,,,,,,,29.440228019977383,29.440228019977383,1,29.440228019977383,29.440228019977383,0.0
,,12,,,,,,,30.219568129898384,30.219568129898384,1,30.219568129898384,30.219568129898384,0.0
